Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421	313	-102	-25.5	4	5421
314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465	314	-142	-3.227272727272727	44	5465
315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510	315	-143	-3.1777777777777776	45	5510
316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523	316	-111	-8.538461538461538	13	5523
317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532	317	-107	-11.88888888888889	9	5532
318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589	318	-155	-2.719298245614035	57	5589
319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609	319	-118	-5.9	20	5609
320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736	320	-225	-1.7716535433070866	127	5736
321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738	321	-100	-50.0	2	5738
322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783	322	-143	-3.1777777777777776	45	5783
323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785	323	-100	-50.0	2	5785
324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790	324	-103	-20.6	5	5790
325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827	325	67	1.8108108108108107	37	5827
326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846	326	-117	-6.157894736842105	19	5846
327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848	327	-100	-50.0	2	5848
328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903	328	-153	-2.7818181818181817	55	5903
329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914	329	-109	-9.909090909090908	11	5914
330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946	330	-130	-4.0625	32	5946
331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948	331	-100	-50.0	2	5948
332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960	332	-110	-9.166666666666666	12	5960
333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962	333	-100	-50.0	2	5962
334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965	334	-101	-33.666666666666664	3	5965
335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021	335	-154	-2.75	56	6021
336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023	336	-100	-50.0	2	6023
337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053	337	-128	-4.266666666666667	30	6053
338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071	338	-116	-6.444444444444445	18	6071
339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077	339	-104	-17.333333333333332	6	6077
340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079	340	-100	-50.0	2	6079
341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081	341	-100	-50.0	2	6081
342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083	342	-100	-50.0	2	6083
343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124	343	-139	-3.3902439024390243	41	6124
344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130	344	-104	-17.333333333333332	6	6130
345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132	345	-100	-50.0	2	6132
346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147	346	-113	-7.533333333333333	15	6147
347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175	347	-126	-4.5	28	6175
348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191	348	-114	-7.125	16	6191
349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213	349	-120	-5.454545454545454	22	6213
350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293	350	-77	-0.9625	80	6293
351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295	351	-100	-50.0	2	6295
352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299	352	-102	-25.5	4	6299
353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324	353	-123	-4.92	25	6324
354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331	354	-105	-15.0	7	6331
355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384	355	-151	-2.849056603773585	53	6384
356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418	356	-132	-3.8823529411764706	34	6418
357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420	357	-100	-50.0	2	6420
358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510	358	-87	-0.9666666666666667	90	6510
359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560	359	-148	-2.96	50	6560
360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562	360	-100	-50.0	2	6562
361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581	361	-117	-6.157894736842105	19	6581
362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604	362	-121	-5.260869565217392	23	6604
